recno,[RMS2003],FilEp,Kmag,e_Kmag
     603,F1    50,1Ks01,18.12, 0.05
     604,F1    51,1Ks01,17.83, 0.04
     605,F1    53,1Ks01,17.97, 0.05
     606,F1    64,1Ks01,18.30, 0.04
     607,F1    69,1Ks01,17.65, 0.09
     608,F1    73,1Ks01,18.48, 0.05
     609,F1    75,1Ks01,18.97, 0.06
     610,F1    76,1Ks01,19.16, 0.05
     611,F1    77,1Ks01,18.60, 0.05
     612,F1    78,1Ks01,18.48, 0.05
     613,F1    84,1Ks01,19.71, 0.07
     614,F1    91,1Ks01,18.76, 0.05
     615,F1   100,1Ks01,19.51, 0.06
     616,F1   101,1Ks01,19.31, 0.12
     617,F1   104,1Ks01,19.17, 0.06
     618,F1   122,1Ks01,18.78, 0.05
     619,F1   129,1Ks01,19.54, 0.05
     620,F1   132,1Ks01,20.77, 0.10
     621,F1   133,1Ks01,     ,
     622,F1   135,1Ks01,20.39, 0.07
     623,F1   146,1Ks01,19.46, 0.05
     624,F1   148,1Ks01,     ,
     625,F1   151,1Ks01,19.33, 0.05
     626,F1   155,1Ks01,19.38, 0.05
     627,F1   158,1Ks01,     ,
     628,F1   160,1Ks01,19.39, 0.06
     629,F1   161,1Ks01,19.92, 0.06
     630,F1   164,1Ks01,19.68, 0.05
     631,F1   166,1Ks01,19.71, 0.05
     632,F1   168,1Ks01,19.19, 0.05
     633,F1   170,1Ks01,19.28, 0.05
     634,F1   171,1Ks01,19.08, 0.05
     635,F1   172,1Ks01,19.98, 0.08
     636,F1   173,1Ks01,20.32, 0.06
     637,F1   174,1Ks01,19.82, 0.05
     638,F1   177,1Ks01,19.47, 0.05
     639,F1   178,1Ks01,19.78, 0.06
     640,F1   182,1Ks01,19.46, 0.05
     641,F1   183,1Ks01,19.28, 0.05
     642,F1   184,1Ks01,19.26, 0.05
     643,F1   185,1Ks01,19.24, 0.05
     644,F1   188,1Ks01,19.80, 0.08
     645,F1   190,1Ks01,20.15, 0.05
     646,F1   191,1Ks01,19.39, 0.05
     647,F1   193,1Ks01,19.40, 0.05
     648,F1   194,1Ks01,19.34, 0.05
     649,F1   195,1Ks01,19.49, 0.05
     650,F1   197,1Ks01,19.49, 0.05
     651,F1   199,1Ks01,19.32, 0.07
     652,F1   200,1Ks01,19.39, 0.05
     653,F1   201,1Ks01,19.34, 0.05
     654,F1   204,1Ks01,20.00, 0.06
     655,F1   205,1Ks01,19.79, 0.06
     656,F1   206,1Ks01,19.99, 0.06
     657,F1   207,1Ks01,19.76, 0.06
     658,F1   210,1Ks01,20.00, 0.06
     659,F1   213,1Ks01,19.59, 0.05
     660,F1   215,1Ks01,20.00, 0.05
     661,F1   216,1Ks01,19.79, 0.05
     662,F1   218,1Ks01,19.64, 0.05
     663,F1   219,1Ks01,20.35, 0.06
     664,F1   220,1Ks01,     ,
     665,F1   224,1Ks01,19.37, 0.05
     666,F1   225,1Ks01,19.38, 0.05
     667,F1   227,1Ks01,20.10, 0.05
     668,F1   229,1Ks01,19.80, 0.05
     669,F1   230,1Ks01,20.15, 0.06
     670,F1   232,1Ks01,20.12, 0.06
     671,F1   233,1Ks01,19.87, 0.06
     672,F1   234,1Ks01,19.94, 0.06
     673,F1   236,1Ks01,20.36, 0.08
     674,F1   237,1Ks01,20.31, 0.09
     675,F1   238,1Ks01,     ,
     676,F1   240,1Ks01,19.81, 0.05
     677,F1   244,1Ks01,19.61, 0.05
     678,F1   245,1Ks01,19.77, 0.05
     679,F1   246,1Ks01,20.01, 0.06
     680,F1   248,1Ks01,19.96, 0.05
     681,F1   250,1Ks01,19.41, 0.05
     682,F1   251,1Ks01,19.31, 0.06
     683,F1   252,1Ks01,19.60, 0.05
     684,F1   256,1Ks01,20.07, 0.22
     685,F1   258,1Ks01,20.14, 0.05
     686,F1   259,1Ks01,19.69, 0.05
     687,F1   260,1Ks01,19.92, 0.05
     688,F1   261,1Ks01,19.78, 0.05
     689,F1   263,1Ks01,19.40, 0.05
     690,F1   264,1Ks01,19.38, 0.05
     691,F1   269,1Ks01,19.77, 0.05
     692,F1   272,1Ks01,19.44, 0.05
     693,F1   275,1Ks01,20.11, 0.06
     694,F1   282,1Ks01,19.53, 0.05
     695,F1   283,1Ks01,19.69, 0.05
     696,F1   284,1Ks01,20.94, 0.09
     697,F1   286,1Ks01,19.61, 0.05
     698,F1   288,1Ks01,     ,
     699,F1   292,1Ks01,     ,
     700,F1   294,1Ks01,19.81, 0.05
     701,F1   295,1Ks01,20.22, 0.08
     702,F1   296,1Ks01,19.78, 0.05
     703,F1   301,1Ks01,20.16, 0.06
     704,F1   304,1Ks01,20.50, 0.07
     705,F1   311,1Ks01,20.17, 0.07
     706,F1   312,1Ks01,19.86, 0.06
     707,F1   314,1Ks01,20.07, 0.06
     708,F1   315,1Ks01,20.14, 0.07
     709,F1   316,1Ks01,19.79, 0.05
     710,F1   317,1Ks01,19.99, 0.06
     711,F1   319,1Ks01,20.48, 0.08
     712,F1   322,1Ks01,19.82, 0.06
     713,F1   323,1Ks01,20.04, 0.06
     714,F1   324,1Ks01,     ,
     715,F1   325,1Ks01,20.20, 0.06
     716,F1   327,1Ks01,19.54, 0.05
     717,F1   330,1Ks01,19.70, 0.06
     718,F1   331,1Ks01,20.53, 0.08
     719,F1   334,1Ks01,20.10, 0.07
     720,F1   335,1Ks01,20.72, 0.09
     721,F1   338,1Ks01,20.87, 0.11
     722,F1   339,1Ks01,20.04, 0.06
     723,F1   342,1Ks01,20.05, 0.05
     724,F1   343,1Ks01,19.73, 0.05
     725,F1   350,1Ks01,20.45, 0.08
     726,F1   352,1Ks01,20.34, 0.07
     727,F1   353,1Ks01,19.75, 0.06
     728,F1   355,1Ks01,20.44, 0.07
     729,F1   357,1Ks01,20.35, 0.08
     730,F1   360,1Ks01,20.20, 0.06
     731,F1   361,1Ks01,20.05, 0.06
     732,F1   362,1Ks01,20.09, 0.06
     733,F1   364,1Ks01,20.29, 0.07
     734,F1   365,1Ks01,20.36, 0.06
     735,F1   368,1Ks01,19.93, 0.05
     736,F1   369,1Ks01,19.49, 0.05
     737,F1   373,1Ks01,19.66, 0.06
     738,F1   375,1Ks01,20.03, 0.06
     739,F1   376,1Ks01,20.69, 0.07
     740,F1   377,1Ks01,20.72, 0.09
     741,F1   382,1Ks01,20.01, 0.06
     742,F1   383,1Ks01,20.76, 0.07
     743,F1   386,1Ks01,21.12, 0.11
     744,F1   388,1Ks01,19.93, 0.05
     745,F1   392,1Ks01,20.70, 0.09
     746,F1   393,1Ks01,19.78, 0.05
     747,F1   396,1Ks01,20.18, 0.11
     748,F1   397,1Ks01,20.14, 0.05
     749,F1   408,1Ks01,19.71, 0.06
     750,F1   410,1Ks01,     ,
     751,F1   414,1Ks01,20.41, 0.09
     752,F1   416,1Ks01,19.95, 0.06
     753,F1   419,1Ks01,19.86, 0.05
     754,F1   423,1Ks01,     ,
     755,F1   424,1Ks01,20.63, 0.08
     756,F1   425,1Ks01,20.44, 0.07
     757,F1   429,1Ks01,19.62, 0.05
     758,F1   430,1Ks01,20.22, 0.06
     759,F1   431,1Ks01,20.08, 0.06
     760,F1   435,1Ks01,19.83, 0.06
     761,F1   438,1Ks01,19.91, 0.05
     762,F1   440,1Ks01,20.27, 0.07
     763,F1   441,1Ks01,19.90, 0.06
     764,F1   444,1Ks01,21.03, 0.12
     765,F1   449,1Ks01,20.29, 0.06
     766,F1   451,1Ks01,19.70, 0.05
     767,F1   452,1Ks01,20.46, 0.08
     768,F1   456,1Ks01,20.12, 0.05
     769,F1   459,1Ks01,20.20, 0.05
     770,F1   462,1Ks01,20.32, 0.06
     771,F1   463,1Ks01,20.09, 0.06
     772,F1   464,1Ks01,19.87, 0.06
     773,F1   465,1Ks01,20.18, 0.08
     774,F1   466,1Ks01,19.84, 0.05
     775,F1   468,1Ks01,20.21, 0.05
     776,F1   469,1Ks01,20.11, 0.06
     777,F1   472,1Ks01,20.37, 0.05
     778,F1   474,1Ks01,19.99, 0.06
     779,F1   476,1Ks01,19.76, 0.05
     780,F1   477,1Ks01,20.44, 0.08
     781,F1   479,1Ks01,19.94, 0.06
     782,F1   483,1Ks01,20.28, 0.07
     783,F1   485,1Ks01,20.27, 0.07
     784,F1   494,1Ks01,20.22, 0.07
     785,F1   497,1Ks01,20.91, 0.16
     786,F1   503,1Ks01,20.50, 0.08
     787,F1   504,1Ks01,19.93, 0.05
     788,F1   509,1Ks01,19.97, 0.06
     789,F1   519,1Ks01,19.83, 0.05
     790,F1   522,1Ks01,20.30, 0.07
     791,F1   524,1Ks01,20.12, 0.06
     792,F1   527,1Ks01,20.33, 0.08
     793,F1   528,1Ks01,20.65, 0.18
     794,F1   530,1Ks01,19.96, 0.07
     795,F1   533,1Ks01,20.27, 0.05
     796,F1   536,1Ks01,20.06, 0.07
     797,F1   541,1Ks01,20.37, 0.07
     798,F1   548,1Ks01,20.00, 0.06
     799,F1   549,1Ks01,20.28, 0.06
     800,F1   552,1Ks01,20.81, 0.10
     801,F1   554,1Ks01,20.69, 0.08
     802,F1   555,1Ks01,20.34, 0.05
     803,F1   559,1Ks01,20.17, 0.07
     804,F1   560,1Ks01,20.13, 0.06
     805,F1   561,1Ks01,20.28, 0.07
     806,F1   564,1Ks01,20.95, 0.10
     807,F1   566,1Ks01,20.13, 0.07
     808,F1   567,1Ks01,20.50, 0.07
     809,F1   571,1Ks01,20.01, 0.05
     810,F1   572,1Ks01,20.41, 0.06
     811,F1   573,1Ks01,19.88, 0.05
     812,F1   575,1Ks01,20.23, 0.06
     813,F1   579,1Ks01,20.25, 0.06
     814,F1   581,1Ks01,20.09, 0.06
     815,F1   583,1Ks01,20.88, 0.07
     816,F1   584,1Ks01,20.13, 0.06
     817,F1   585,1Ks01,20.12, 0.06
     818,F1   586,1Ks01,20.27, 0.07
     819,F1   587,1Ks01,20.26, 0.07
     820,F1   588,1Ks01,20.02, 0.06
     821,F1   590,1Ks01,20.11, 0.07
     822,F1   600,1Ks01,19.93, 0.06
     823,F1   603,1Ks01,20.28, 0.08
     824,F1   608,1Ks01,20.68, 0.07
     825,F1   610,1Ks01,20.19, 0.07
     826,F1   621,1Ks01,19.96, 0.06
     827,F1   623,1Ks01,20.35, 0.07
     828,F1   624,1Ks01,20.42, 0.07
     829,F1   626,1Ks01,19.92, 0.06
     830,F1   628,1Ks01,20.56, 0.07
     831,F1   629,1Ks01,20.36, 0.07
     832,F1   631,1Ks01,20.39, 0.08
     833,F1   632,1Ks01,20.25, 0.07
     834,F1   633,1Ks01,20.44, 0.06
     835,F1   641,1Ks01,20.08, 0.05
     836,F1   643,1Ks01,19.91, 0.06
     837,F1   648,1Ks01,20.89, 0.09
     838,F1   652,1Ks01,20.40, 0.07
     839,F1   653,1Ks01,     ,
     840,F1   657,1Ks01,20.30, 0.06
     841,F1   661,1Ks01,20.03, 0.06
     842,F1   663,1Ks01,19.96, 0.06
     843,F1   668,1Ks01,20.37, 0.07
     844,F1   669,1Ks01,19.93, 0.06
     845,F1   670,1Ks01,20.02, 0.06
     846,F1   682,1Ks01,20.68, 0.09
     847,F1   683,1Ks01,20.22, 0.07
     848,F1   685,1Ks01,20.79, 0.07
     849,F1   686,1Ks01,19.90, 0.18
     850,F1   688,1Ks01,20.67, 0.08
     851,F1   702,1Ks01,20.35, 0.06
     852,F1   703,1Ks01,20.25, 0.06
     853,F1   705,1Ks01,20.18, 0.07
     854,F1   706,1Ks01,20.24, 0.06
     855,F1   707,1Ks01,20.15, 0.05
     856,F1   708,1Ks01,20.42, 0.07
     857,F1   711,1Ks01,     ,
     858,F1   733,1Ks01,20.50, 0.07
     859,F1   734,1Ks01,20.27, 0.06
     860,F1   735,1Ks01,20.68, 0.07
     861,F1   737,1Ks01,20.34, 0.06
     862,F1   741,1Ks01,21.31, 0.14
     863,F1   744,1Ks01,20.48, 0.08
     864,F1   745,1Ks01,20.59, 0.07
     865,F1   746,1Ks01,20.28, 0.07
     866,F1   751,1Ks01,20.96, 0.11
     867,F1   753,1Ks01,20.68, 0.10
     868,F1   757,1Ks01,     ,
     869,F1   765,1Ks01,20.56, 0.07
     870,F1   775,1Ks01,20.47, 0.06
     871,F1   787,1Ks01,20.50, 0.08
     872,F1   790,1Ks01,20.04, 0.10
     873,F1   793,1Ks01,20.54, 0.07
     874,F1   797,1Ks01,20.84, 0.08
     875,F1   799,1Ks01,20.29, 0.07
     876,F1   802,1Ks01,20.30, 0.06
     877,F1   809,1Ks01,20.73, 0.06
     878,F1   813,1Ks01,20.98, 0.10
     879,F1   816,1Ks01,20.64, 0.07
     880,F1   818,1Ks01,20.73, 0.08
     881,F1   821,1Ks01,20.85, 0.08
     882,F1   828,1Ks01,20.36, 0.07
     883,F1   831,1Ks01,20.65, 0.07
     884,F1   838,1Ks01,21.10, 0.08
     885,F1   839,1Ks01,20.73, 0.07
     886,F1   846,1Ks01,20.44, 0.07
     887,F1   847,1Ks01,20.67, 0.09
     888,F1   854,1Ks01,20.12, 0.05
     889,F1   870,1Ks01,20.42, 0.07
     890,F1   880,1Ks01,20.54, 0.07
     891,F1   890,1Ks01,20.67, 0.08
     892,F1   892,1Ks01,20.59, 0.08
     893,F1   893,1Ks01,20.72, 0.09
     894,F1   902,1Ks01,20.32, 0.07
     895,F1   903,1Ks01,20.32, 0.06
     896,F1   904,1Ks01,20.90, 0.10
     897,F1   907,1Ks01,22.61, 0.45
     898,F1   908,1Ks01,20.88, 0.10
     899,F1   910,1Ks01,20.37, 0.06
     900,F1   911,1Ks01,20.13, 0.07
     901,F1   924,1Ks01,19.97, 0.06
     902,F1   928,1Ks01,20.46, 0.06
     903,F1   930,1Ks01,20.04, 0.09
     904,F1   932,1Ks01,21.10, 0.08
     905,F1   942,1Ks01,20.08, 0.05
     906,F1   945,1Ks01,21.56, 0.16
     907,F1   966,1Ks01,20.91, 0.10
     908,F1   972,1Ks01,20.11, 0.07
     909,F1   983,1Ks01,20.35, 0.08
     910,F1   985,1Ks01,20.30, 0.05
     911,F1   987,1Ks01,20.94, 0.12
     912,F1   988,1Ks01,20.34, 0.06
     913,F1   990,1Ks01,20.93, 0.12
     914,F1   995,1Ks01,20.05, 0.06
     915,F1   996,1Ks01,20.11, 0.06
     916,F1  1001,1Ks01,20.64, 0.07
     917,F1  1002,1Ks01,20.84, 0.09
     918,F1  1006,1Ks01,     ,
     919,F1  1017,1Ks01,20.40, 0.07
     920,F1  1019,1Ks01,20.85, 0.10
     921,F1  1024,1Ks01,20.49, 0.06
     922,F1  1029,1Ks01,20.72, 0.10
     923,F1  1033,1Ks01,20.52, 0.10
     924,F1  1048,1Ks01,20.92, 0.09
     925,F1  1053,1Ks01,20.39, 0.06
     926,F1  1055,1Ks01,20.64, 0.09
     927,F1  1064,1Ks01,20.69, 0.08
     928,F1  1068,1Ks01,20.18, 0.07
     929,F1  1071,1Ks01,19.92, 0.06
     930,F1  1072,1Ks01,20.78, 0.09
     931,F1  1073,1Ks01,20.78, 0.09
     932,F1  1079,1Ks01,22.87, 0.58
     933,F1  1082,1Ks01,20.78, 0.08
     934,F1  1085,1Ks01,20.00, 0.06
     935,F1  1086,1Ks01,20.70, 0.08
     936,F1  1089,1Ks01,20.73, 0.09
     937,F1  1097,1Ks01,20.59, 0.07
     938,F1  1109,1Ks01,20.60, 0.09
     939,F1  1112,1Ks01,20.50, 0.07
     940,F1  1113,1Ks01,20.67, 0.07
     941,F1  1115,1Ks01,20.55, 0.08
     942,F1  1125,1Ks01,20.35, 0.06
     943,F1  1133,1Ks01,20.42, 0.06
     944,F1  1143,1Ks01,20.95, 0.10
     945,F1  1151,1Ks01,20.24, 0.07
     946,F1  1159,1Ks01,20.50, 0.07
     947,F1  1162,1Ks01,20.71, 0.08
     948,F1  1167,1Ks01,20.26, 0.07
     949,F1  1172,1Ks01,20.42, 0.06
     950,F1  1177,1Ks01,20.98, 0.13
     951,F1  1178,1Ks01,20.21, 0.08
     952,F1  1182,1Ks01,20.92, 0.09
     953,F1  1189,1Ks01,21.04, 0.11
     954,F1  1195,1Ks01,20.40, 0.07
     955,F1  1198,1Ks01,20.23, 0.06
     956,F1  1199,1Ks01,20.86, 0.11
     957,F1  1202,1Ks01,20.37, 0.06
     958,F1  1207,1Ks01,21.61, 0.15
     959,F1  1209,1Ks01,20.22, 0.06
     960,F1  1216,1Ks01,21.01, 0.09
     961,F1  1222,1Ks01,20.71, 0.07
     962,F1  1227,1Ks01,20.66, 0.10
     963,F1  1232,1Ks01,20.37, 0.09
     964,F1  1236,1Ks01,21.01, 0.11
     965,F1  1240,1Ks01,20.39, 0.07
     966,F1  1241,1Ks01,20.67, 0.08
     967,F1  1242,1Ks01,20.90, 0.12
     968,F1  1253,1Ks01,20.67, 0.17
     969,F1  1254,1Ks01,20.61, 0.08
     970,F1  1260,1Ks01,     ,
     971,F1  1280,1Ks01,20.86, 0.08
     972,F1  1283,1Ks01,21.36, 0.14
     973,F1  1291,1Ks01,20.92, 0.09
     974,F1  1298,1Ks01,22.36, 0.45
     975,F1  1304,1Ks01,21.37, 0.21
     976,F1  1307,1Ks01,20.75, 0.09
     977,F1  1310,1Ks01,21.21, 0.13
     978,F1  1327,1Ks01,20.90, 0.09
     979,F1  1333,1Ks01,20.58, 0.09
     980,F1  1356,1Ks01,20.10, 0.06
     981,F1  1359,1Ks01,22.27, 0.29
     982,F1  1361,1Ks01,21.13, 0.10
     983,F1  1370,1Ks01,20.89, 0.20
     984,F1  1381,1Ks01,20.51, 0.07
     985,F1  1390,1Ks01,21.01, 0.10
     986,F1  1394,1Ks01,20.60, 0.09
     987,F1  1396,1Ks01,20.92, 0.07
     988,F1  1416,1Ks01,20.96, 0.08
     989,F1  1422,1Ks01,21.21, 0.13
     990,F1  1445,1Ks01,21.05, 0.12
     991,F1  1450,1Ks01,20.59, 0.10
     992,F1  1452,1Ks01,21.40, 0.22
     993,F1  1464,1Ks01,21.30, 0.13
     994,F1  1485,1Ks01,20.53, 0.09
     995,F1  1488,1Ks01,20.63, 0.07
     996,F1  1495,1Ks01,21.18, 0.12
     997,F1  1513,1Ks01,21.45, 0.13
     998,F1  1533,1Ks01,     ,
     999,F1  1539,1Ks01,20.79, 0.09
    1000,F1  1554,1Ks01,21.29, 0.11
    1001,F1  1564,1Ks01,20.76, 0.09
    1002,F1  1624,1Ks01,21.68, 0.22
    1003,F1  1629,1Ks01,21.23, 0.11
    1004,F1  1639,1Ks01,21.50, 0.14
    1005,F1  1649,1Ks01,21.20, 0.10
    1006,F1  1670,1Ks01,21.00, 0.11
    1007,F1  1671,1Ks01,21.08, 0.10
    1008,F1  1682,1Ks01,20.82, 0.13
    1009,F1  1689,1Ks01,22.17, 0.90
    1010,F1  1705,1Ks01,20.99, 0.10
    1011,F1  1735,1Ks01,20.81, 0.08
    1012,F1  1775,1Ks01,20.71, 0.08
    1013,F1  1800,1Ks01,20.58, 0.20
    1014,F1  1804,1Ks01,21.28, 0.15
    1015,F1  1806,1Ks01,21.12, 0.10
    1016,F1  1810,1Ks01,20.36, 0.14
    1017,F1  1827,1Ks01,20.71, 0.13
    1018,F1  1832,1Ks01,21.24, 0.12
    1019,F1  1838,1Ks01,21.94, 0.38
    1020,F1  1840,1Ks01,21.23, 0.12
    1021,F1  1851,1Ks01,21.18, 0.10
    1022,F1  1859,1Ks01,     ,
    1023,F1  1867,1Ks01,21.16, 0.11
    1024,F1  1888,1Ks01,21.16, 0.10
    1025,F1  1893,1Ks01,21.14, 0.17
    1026,F1  1897,1Ks01,22.02, 0.26
    1027,F1  1903,1Ks01,21.56, 0.16
    1028,F1  1911,1Ks01,21.18, 0.10
    1029,F1  1943,1Ks01,21.60, 0.15
    1030,F1  2014,1Ks01,21.65, 0.17
    1031,F1  2015,1Ks01,21.24, 0.10
    1032,F1  2027,1Ks01,21.46, 0.19
    1033,F1  2037,1Ks01,22.87, 0.49
    1034,F1  2050,1Ks01,21.16, 0.13
    1035,F1  2057,1Ks01,22.05, 0.19
    1036,F1  2059,1Ks01,21.60, 0.18
    1037,F1  2093,1Ks01,21.28, 0.13
    1038,F1  2104,1Ks01,21.50, 0.15
    1039,F1  2108,1Ks01,21.37, 0.11
    1040,F1  2144,1Ks01,21.19, 0.13
    1041,F1  2201,1Ks01,22.92, 0.54
    1042,F1  2223,1Ks01,22.07, 0.16
    1043,F1  2266,1Ks01,21.79, 0.19
    1044,F1  2269,1Ks01,22.41, 0.30
    1045,F1  2297,1Ks01,20.98, 0.19
    1046,F1  2306,1Ks01,23.96, 1.30
    1047,F1  2364,1Ks01,20.90, 0.17
    1048,F1  2394,1Ks01,     ,
    1049,F1  2429,1Ks01,23.25, 0.75
    1050,F1  2443,1Ks01,21.53, 0.16
    1051,F1  2445,1Ks01,22.89, 0.50
    1052,F1  2460,1Ks01,     ,
    1053,F1  2461,1Ks01,22.06, 0.33
    1054,F1  2470,1Ks01,21.89, 0.20
    1055,F1  2630,1Ks01,     ,
    1056,F1  2860,1Ks01,21.70, 0.14
    1057,F1  2867,1Ks01,20.97, 0.16
    1058,F1  2872,1Ks01,21.55, 0.15
    1059,F1  2896,1Ks01,21.95, 0.27
    1060,F1  2900,1Ks01,21.92, 0.23
    1061,F1  2927,1Ks01,21.64, 0.16
    1062,F1  2978,1Ks01,22.25, 0.38
    1063,F1  3025,1Ks01,22.08, 0.24
    1064,F1  3047,1Ks01,24.51, 3.11
    1065,F1  3070,1Ks01,22.62, 0.54
    1066,F1  3075,1Ks01,     ,
    1067,F1  3095,1Ks01,21.79, 0.14
    1068,F1  3134,1Ks01,     ,
    1069,F1  3137,1Ks01,     ,
    1070,F1  3153,1Ks01,23.06, 0.64
    1071,F1  3161,1Ks01,     ,
    1072,F1  3189,1Ks01,24.46, 1.49
    1073,F1  3212,1Ks01,21.02, 0.26
    1074,F1  3229,1Ks01,21.56, 0.29
    1075,F1  3239,1Ks01,21.88, 0.57
    1076,F1  3258,1Ks01,22.62, 0.40
    1077,F1  3357,1Ks01,23.41, 0.69
    1078,F1  3367,1Ks01,21.54, 0.20
    1079,F1  3397,1Ks01,21.65, 0.19
    1080,F1  3478,1Ks01,21.95, 0.19
    1081,F1  3481,1Ks01,22.92, 0.44
    1082,F1  3510,1Ks01,22.08, 0.29
    1083,F1  3515,1Ks01,21.24, 0.12
    1084,F1  3545,1Ks01,21.38, 0.12
    1085,F1  3573,1Ks01,21.72, 0.21
    1086,F1  3586,1Ks01,21.78, 0.26
    1087,F1  3609,1Ks01,     ,
    1088,F1  3629,1Ks01,     ,
    1089,F1  3853,1Ks01,22.02, 0.28
    1090,F1  3969,1Ks01,     ,
    1091,F1  4007,1Ks01,22.42, 0.32
    1092,F1  4036,1Ks01,23.59, 0.78
    1093,F1  4045,1Ks01,25.74, 6.42
    1094,F1  4052,1Ks01,22.42, 0.23
    1095,F1  4088,1Ks01,24.41, 1.94
    1096,F1  4098,1Ks01,22.44, 0.32
    1097,F1  4107,1Ks01,21.20, 0.25
    1098,F1  4211,1Ks01,     ,
    1099,F1  4232,1Ks01,22.22, 0.33
    1100,F1  4237,1Ks01,22.09, 0.36
    1101,F1  4291,1Ks01,23.27, 0.73
    1102,F1  4311,1Ks01,22.72, 0.39
    1103,F1  4329,1Ks01,25.32, 6.15
    1104,F1  4374,1Ks01,22.05, 0.25
    1105,F1  4512,1Ks01,24.63, 2.32
    1106,F1  4586,1Ks01,22.36, 0.60
    1107,F1  4605,1Ks01,21.91, 0.20
    1108,F1  4635,1Ks01,25.36, 4.83
    1109,F1  4709,1Ks01,21.93, 0.22
    1110,F1  4712,1Ks01,     ,
    1111,F1  4773,1Ks01,     ,
    1112,F1  4795,1Ks01,     ,
    1113,F1  4809,1Ks01,22.96, 0.49
    1114,F1  4846,1Ks01,22.70, 0.33
    1115,F1  4856,1Ks01,22.55, 0.29
    1116,F1  4882,1Ks01,23.36, 0.77
    1117,F1  4895,1Ks01,22.15, 0.26
    1118,F1  4919,1Ks01,23.58, 0.89
    1119,F1  4921,1Ks01,22.10, 0.26
    1120,F1  4973,1Ks01,22.80, 0.43
    1121,F1  4980,1Ks01,22.12, 0.24
    1122,F1  5054,1Ks01,21.66, 0.19
    1123,F1  5113,1Ks01,23.46, 1.08
    1124,F1  5123,1Ks01,23.41, 0.68
    1125,F1  5159,1Ks01,22.54, 0.30
    1126,F1  5225,1Ks01,22.03, 0.27
    1127,F1  5259,1Ks01,22.51, 0.40
    1128,F1  5266,1Ks01,22.70, 0.55
    1129,F1  5311,1Ks01,22.01, 0.25
    1130,F1  5333,1Ks01,22.24, 0.25
    1131,F1  5340,1Ks01,22.04, 0.23
    1132,F1  5341,1Ks01,23.10, 0.68
    1133,F1  5419,1Ks01,22.26, 0.30
    1134,F1  5721,1Ks01,     ,
    1135,F1  5754,1Ks01,21.75, 0.18
    1136,F1  5824,1Ks01,22.47, 0.40
    1137,F1  5897,1Ks01,23.55, 1.22
    1138,F1  5906,1Ks01,22.70, 0.35
    1139,F1  6180,1Ks01,25.94, 6.29
    1140,F1  6199,1Ks01,     ,
    1141,F1  6211,1Ks01,23.30, 0.64
    1142,F1  6215,1Ks01,21.91, 0.18
    1143,F1  6272,1Ks01,22.73, 0.35
    1144,F1  6355,1Ks01,     ,
    1145,F1  6480,1Ks01,     ,
    1146,F1  6514,1Ks01,22.38, 0.35
    1147,F1  6516,1Ks01,22.54, 0.43
    1148,F1  6540,1Ks01,     ,
    1149,F1  6607,1Ks01,23.59, 0.76
    1150,F1  6647,1Ks01,23.39, 0.53
    1151,F1  6698,1Ks01,21.86, 0.18
    1152,F1  6710,1Ks01,     ,
    1153,F1  6723,1Ks01,22.88, 0.50
    1154,F1  6733,1Ks01,22.15, 0.18
    1155,F1  6862,1Ks01,22.53, 0.36
    1156,F1  6884,1Ks01,23.17, 0.51
    1157,F1  6924,1Ks01,22.28, 0.30
    1158,F1  6994,1Ks01,     ,
    1159,F1  7088,1Ks01,     ,
    1160,F1  7098,1Ks01,23.10, 0.53
    1161,F1  7165,1Ks01,21.91, 0.17
    1162,F1  7219,1Ks01,21.66, 0.12
    1163,F1  7248,1Ks01,22.67, 0.34
    1164,F1  7285,1Ks01,     ,
    1165,F1  7304,1Ks01,22.93, 0.43
    1166,F1  7345,1Ks01,22.55, 0.49
    1167,F1  7375,1Ks01,24.05, 1.46
    1168,F1  7401,1Ks01,21.51, 0.19
    1169,F1  7416,1Ks01,     ,
    1170,F1  7432,1Ks01,22.37, 0.24
    1171,F1  7560,1Ks01,     ,
    1172,F1  7608,1Ks01,24.18, 1.32
    1173,F1  7630,1Ks01,23.27, 0.54
    1174,F1  7689,1Ks01,22.89, 0.45
    1175,F1  7740,1Ks01,     ,
    1176,F1  7753,1Ks01,22.46, 0.26
    1177,F1  7755,1Ks01,22.33, 0.25
    1178,F1  7788,1Ks01,     ,
    1179,F1  7835,1Ks01,     ,
    1180,F1  7843,1Ks01,24.89, 3.60
    1181,F1  8005,1Ks01,22.82, 0.49
    1182,F1  8034,1Ks01,23.65, 1.00
    1183,F1  8074,1Ks01,22.70, 0.40
    1184,F1  8122,1Ks01,     ,
    1185,F1  8130,1Ks01,     ,
    1186,F1  8151,1Ks01,22.46, 0.24
    1187,F1  8208,1Ks01,23.88, 1.02
    1188,F1  8273,1Ks01,     ,
    1189,F1  8319,1Ks01,     ,
    1190,F1  8343,1Ks01,23.51, 0.89
    1191,F1  8575,1Ks01,23.45, 0.91
    1192,F1  8619,1Ks01,     ,
    1193,F1  8796,1Ks01,24.80, 3.38
    1194,F1  8880,1Ks01,22.14, 0.21
    1195,F1  9271,1Ks01,22.78, 0.39
    1196,F1  9329,1Ks01,23.26, 0.62
    1197,F1  9375,1Ks01,23.01, 0.46
    1198,F1  9627,1Ks01,24.83, 3.44
    1199,F1  9672,1Ks01,23.36, 0.74
