recno,[RMS2003],FilEp,Kmag,e_Kmag
   17042,F2  1690,2Ks06,19.90, 0.05
   17043,F2  1692,2Ks06,20.10, 0.05
   17044,F2  1697,2Ks06,20.41, 0.07
   17045,F2  1699,2Ks06,     ,
   17046,F2  1700,2Ks06,20.78, 0.07
   17047,F2  1701,2Ks06,20.99, 0.16
   17048,F2  1703,2Ks06,20.05, 0.05
   17049,F2  1709,2Ks06,20.30, 0.06
   17050,F2  1710,2Ks06,20.01, 0.05
   17051,F2  1728,2Ks06,21.00, 0.07
   17052,F2  1729,2Ks06,20.18, 0.05
   17053,F2  1730,2Ks06,20.16, 0.05
   17054,F2  1731,2Ks06,20.43, 0.06
   17055,F2  1732,2Ks06,20.39, 0.06
   17056,F2  1735,2Ks06,20.11, 0.05
   17057,F2  1736,2Ks06,20.15, 0.05
   17058,F2  1749,2Ks06,20.58, 0.06
   17059,F2  1776,2Ks06,     ,
   17060,F2  1784,2Ks06,20.06, 0.05
   17061,F2  1794,2Ks06,20.14, 0.05
   17062,F2  1795,2Ks06,20.84, 0.06
   17063,F2  1797,2Ks06,     ,
   17064,F2  1799,2Ks06,20.30, 0.05
   17065,F2  1803,2Ks06,20.78, 0.06
   17066,F2  1804,2Ks06,21.54, 0.34
   17067,F2  1805,2Ks06,20.37, 0.05
   17068,F2  1809,2Ks06,20.37, 0.06
   17069,F2  1817,2Ks06,20.55, 0.06
   17070,F2  1820,2Ks06,20.32, 0.05
   17071,F2  1825,2Ks06,20.55, 0.07
   17072,F2  1834,2Ks06,19.98, 0.05
   17073,F2  1837,2Ks06,21.08, 0.07
   17074,F2  1841,2Ks06,20.56, 0.07
   17075,F2  1852,2Ks06,21.23, 0.09
   17076,F2  1863,2Ks06,20.69, 0.06
   17077,F2  1868,2Ks06,20.86, 0.07
   17078,F2  1870,2Ks06,20.36, 0.05
   17079,F2  1871,2Ks06,20.29, 0.06
   17080,F2  1880,2Ks06,20.48, 0.06
   17081,F2  1881,2Ks06,18.14, 0.15
   17082,F2  1882,2Ks06,20.09, 0.05
   17083,F2  1884,2Ks06,20.03, 0.05
   17084,F2  1909,2Ks06,20.63, 0.06
   17085,F2  1914,2Ks06,20.65, 0.06
   17086,F2  1915,2Ks06,20.19, 0.05
   17087,F2  1917,2Ks06,20.89, 0.06
   17088,F2  1922,2Ks06,20.01, 0.05
   17089,F2  1936,2Ks06,20.85, 0.06
   17090,F2  1952,2Ks06,20.70, 0.06
   17091,F2  1954,2Ks06,20.31, 0.05
   17092,F2  1955,2Ks06,20.37, 0.05
   17093,F2  1956,2Ks06,20.58, 0.07
   17094,F2  1979,2Ks06,19.52, 0.07
   17095,F2  1983,2Ks06,20.33, 0.06
   17096,F2  1997,2Ks06,20.46, 0.05
   17097,F2  1999,2Ks06,20.01, 0.05
   17098,F2  2002,2Ks06,19.93, 0.05
   17099,F2  2006,2Ks06,20.22, 0.06
   17100,F2  2010,2Ks06,20.62, 0.06
   17101,F2  2011,2Ks06,20.40, 0.05
   17102,F2  2016,2Ks06,20.23, 0.05
   17103,F2  2023,2Ks06,     ,
   17104,F2  2028,2Ks06,20.54, 0.06
   17105,F2  2042,2Ks06,20.37, 0.06
   17106,F2  2043,2Ks06,20.72, 0.07
   17107,F2  2047,2Ks06,20.58, 0.06
   17108,F2  2053,2Ks06,20.29, 0.05
   17109,F2  2089,2Ks06,20.47, 0.06
   17110,F2  2097,2Ks06,20.94, 0.07
   17111,F2  2100,2Ks06,20.82, 0.06
   17112,F2  2104,2Ks06,20.66, 0.06
   17113,F2  2109,2Ks06,20.65, 0.06
   17114,F2  2111,2Ks06,20.34, 0.06
   17115,F2  2112,2Ks06,20.15, 0.05
   17116,F2  2115,2Ks06,20.32, 0.05
   17117,F2  2116,2Ks06,20.92, 0.07
   17118,F2  2127,2Ks06,19.96, 0.07
   17119,F2  2128,2Ks06,20.33, 0.05
   17120,F2  2130,2Ks06,20.52, 0.06
   17121,F2  2131,2Ks06,21.42, 0.10
   17122,F2  2135,2Ks06,20.56, 0.15
   17123,F2  2139,2Ks06,20.27, 0.05
   17124,F2  2143,2Ks06,20.54, 0.06
   17125,F2  2144,2Ks06,20.02, 0.05
   17126,F2  2145,2Ks06,21.15, 0.07
   17127,F2  2147,2Ks06,20.53, 0.06
   17128,F2  2149,2Ks06,20.70, 0.07
   17129,F2  2151,2Ks06,20.57, 0.06
   17130,F2  2157,2Ks06,21.07, 0.32
   17131,F2  2159,2Ks06,20.62, 0.07
   17132,F2  2160,2Ks06,20.53, 0.07
   17133,F2  2175,2Ks06,     ,
   17134,F2  2183,2Ks06,20.49, 0.77
   17135,F2  2185,2Ks06,20.91, 0.40
   17136,F2  2193,2Ks06,20.49, 0.06
   17137,F2  2194,2Ks06,20.37, 0.06
   17138,F2  2200,2Ks06,20.66, 0.07
   17139,F2  2206,2Ks06,20.82, 0.14
   17140,F2  2222,2Ks06,20.21, 0.05
   17141,F2  2228,2Ks06,20.98, 0.07
   17142,F2  2231,2Ks06,20.50, 0.06
   17143,F2  2233,2Ks06,20.12, 0.05
   17144,F2  2240,2Ks06,20.67, 0.08
   17145,F2  2247,2Ks06,20.65, 0.06
   17146,F2  2251,2Ks06,20.66, 0.07
   17147,F2  2255,2Ks06,20.65, 0.07
   17148,F2  2272,2Ks06,20.58, 0.05
   17149,F2  2273,2Ks06,20.12, 0.05
   17150,F2  2285,2Ks06,20.40, 0.05
   17151,F2  2287,2Ks06,20.59, 0.06
   17152,F2  2291,2Ks06,20.65, 0.06
   17153,F2  2305,2Ks06,21.09, 0.09
   17154,F2  2307,2Ks06,20.59, 0.06
   17155,F2  2311,2Ks06,20.80, 0.06
   17156,F2  2312,2Ks06,20.61, 0.07
   17157,F2  2314,2Ks06,20.78, 0.06
   17158,F2  2318,2Ks06,21.38, 0.17
   17159,F2  2320,2Ks06,21.08, 0.13
   17160,F2  2323,2Ks06,20.51, 0.06
   17161,F2  2324,2Ks06,20.49, 0.06
   17162,F2  2333,2Ks06,20.46, 0.07
   17163,F2  2335,2Ks06,20.18, 0.05
   17164,F2  2350,2Ks06,20.85, 0.13
   17165,F2  2355,2Ks06,     ,
   17166,F2  2357,2Ks06,20.16, 0.06
   17167,F2  2371,2Ks06,20.45, 0.07
   17168,F2  2372,2Ks06,20.87, 0.08
   17169,F2  2380,2Ks06,20.55, 0.06
   17170,F2  2395,2Ks06,20.70, 0.07
   17171,F2  2413,2Ks06,20.66, 0.06
   17172,F2  2414,2Ks06,20.24, 0.06
   17173,F2  2421,2Ks06,20.47, 0.05
   17174,F2  2423,2Ks06,17.90, 0.23
   17175,F2  2424,2Ks06,21.11, 0.08
   17176,F2  2427,2Ks06,21.20, 0.09
   17177,F2  2428,2Ks06,20.65, 0.07
   17178,F2  2432,2Ks06,20.51, 0.06
   17179,F2  2436,2Ks06,20.26, 0.05
   17180,F2  2438,2Ks06,20.28, 0.05
   17181,F2  2447,2Ks06,21.43, 0.08
   17182,F2  2451,2Ks06,20.44, 0.05
   17183,F2  2466,2Ks06,20.29, 0.05
   17184,F2  2467,2Ks06,20.65, 0.07
   17185,F2  2471,2Ks06,20.26, 0.25
   17186,F2  2482,2Ks06,20.87, 0.07
   17187,F2  2487,2Ks06,20.29, 0.05
   17188,F2  2488,2Ks06,20.67, 0.07
   17189,F2  2489,2Ks06,20.22, 0.05
   17190,F2  2497,2Ks06,20.20, 0.05
   17191,F2  2502,2Ks06,20.43, 0.05
   17192,F2  2506,2Ks06,20.45, 0.06
   17193,F2  2510,2Ks06,     ,
   17194,F2  2515,2Ks06,20.68, 0.06
   17195,F2  2517,2Ks06,20.33, 0.06
   17196,F2  2519,2Ks06,20.29, 0.05
   17197,F2  2522,2Ks06,20.71, 0.07
   17198,F2  2530,2Ks06,20.97, 0.08
   17199,F2  2535,2Ks06,19.48, 0.08
   17200,F2  2549,2Ks06,20.63, 0.06
   17201,F2  2550,2Ks06,     ,
   17202,F2  2554,2Ks06,21.25, 0.08
   17203,F2  2567,2Ks06,20.34, 0.06
   17204,F2  2590,2Ks06,20.25, 0.05
   17205,F2  2591,2Ks06,20.21, 0.05
   17206,F2  2593,2Ks06,20.65, 0.05
   17207,F2  2603,2Ks06,18.59, 0.21
   17208,F2  2623,2Ks06,20.76, 0.07
   17209,F2  2645,2Ks06,20.39, 0.05
   17210,F2  2654,2Ks06,20.40, 0.06
   17211,F2  2665,2Ks06,20.80, 0.08
   17212,F2  2667,2Ks06,20.86, 0.07
   17213,F2  2669,2Ks06,20.91, 0.06
   17214,F2  2680,2Ks06,19.32, 0.12
   17215,F2  2689,2Ks06,21.03, 0.07
   17216,F2  2691,2Ks06,21.10, 0.07
   17217,F2  2695,2Ks06,21.09, 0.07
   17218,F2  2696,2Ks06,21.02, 0.07
   17219,F2  2712,2Ks06,20.26, 0.06
   17220,F2  2719,2Ks06,20.97, 0.07
   17221,F2  2722,2Ks06,22.19, 0.19
   17222,F2  2738,2Ks06,21.01, 0.06
   17223,F2  2745,2Ks06,     ,
   17224,F2  2760,2Ks06,20.45, 0.10
   17225,F2  2763,2Ks06,20.26, 0.06
   17226,F2  2766,2Ks06,20.52, 0.06
   17227,F2  2800,2Ks06,20.52, 0.06
   17228,F2  2818,2Ks06,21.46, 0.09
   17229,F2  2820,2Ks06,21.36, 0.11
   17230,F2  2821,2Ks06,20.68, 0.07
   17231,F2  2827,2Ks06,20.74, 0.10
   17232,F2  2836,2Ks06,20.66, 0.06
   17233,F2  2840,2Ks06,20.19, 0.05
   17234,F2  2847,2Ks06,21.17, 0.09
   17235,F2  2861,2Ks06,20.70, 0.06
   17236,F2  2872,2Ks06,20.43, 0.06
   17237,F2  2877,2Ks06,20.26, 0.05
   17238,F2  2878,2Ks06,20.99, 0.09
   17239,F2  2894,2Ks06,20.86, 0.07
   17240,F2  2916,2Ks06,21.08, 0.07
   17241,F2  2938,2Ks06,20.32, 0.06
   17242,F2  2942,2Ks06,21.05, 0.07
   17243,F2  2960,2Ks06,20.87, 0.06
   17244,F2  2964,2Ks06,20.88, 0.07
   17245,F2  2966,2Ks06,20.52, 0.06
   17246,F2  2977,2Ks06,21.35, 0.08
   17247,F2  2981,2Ks06,20.41, 0.06
   17248,F2  2988,2Ks06,20.85, 0.07
   17249,F2  2998,2Ks06,20.26, 0.05
   17250,F2  3017,2Ks06,21.16, 0.08
   17251,F2  3021,2Ks06,20.80, 0.07
   17252,F2  3042,2Ks06,20.33, 0.06
   17253,F2  3048,2Ks06,20.35, 0.05
   17254,F2  3058,2Ks06,21.65, 4.25
   17255,F2  3059,2Ks06,20.48, 0.07
   17256,F2  3074,2Ks06,20.20, 0.08
   17257,F2  3077,2Ks06,20.50, 0.05
   17258,F2  3094,2Ks06,20.76, 0.06
   17259,F2  3102,2Ks06,     ,
   17260,F2  3116,2Ks06,20.59, 0.06
   17261,F2  3118,2Ks06,21.04, 0.08
   17262,F2  3121,2Ks06,21.12, 0.07
   17263,F2  3152,2Ks06,21.04, 0.08
   17264,F2  3159,2Ks06,21.21, 0.08
   17265,F2  3167,2Ks06,20.91, 0.06
   17266,F2  3169,2Ks06,20.98, 0.08
   17267,F2  3173,2Ks06,20.50, 0.06
   17268,F2  3201,2Ks06,20.86, 0.08
   17269,F2  3223,2Ks06,20.90, 0.07
   17270,F2  3231,2Ks06,20.35, 0.05
   17271,F2  3238,2Ks06,21.09, 0.08
   17272,F2  3255,2Ks06,20.62, 0.07
   17273,F2  3277,2Ks06,19.99, 0.07
   17274,F2  3312,2Ks06,20.47, 0.06
   17275,F2  3327,2Ks06,20.77, 0.07
   17276,F2  3364,2Ks06,20.91, 0.09
   17277,F2  3366,2Ks06,20.64, 0.06
   17278,F2  3378,2Ks06,20.32, 0.05
   17279,F2  3390,2Ks06,20.63, 0.07
   17280,F2  3402,2Ks06,20.48, 0.18
   17281,F2  3435,2Ks06,21.12, 0.09
   17282,F2  3438,2Ks06,19.96, 0.16
   17283,F2  3451,2Ks06,19.91, 0.14
   17284,F2  3460,2Ks06,20.68, 0.06
   17285,F2  3470,2Ks06,     ,
   17286,F2  3474,2Ks06,20.52, 0.05
   17287,F2  3491,2Ks06,21.73, 0.12
   17288,F2  3509,2Ks06,20.32, 0.13
   17289,F2  3519,2Ks06,20.69, 0.06
   17290,F2  3524,2Ks06,21.00, 0.07
   17291,F2  3544,2Ks06,20.51, 0.06
   17292,F2  3550,2Ks06,20.01, 0.14
   17293,F2  3577,2Ks06,     ,
   17294,F2  3610,2Ks06,21.03, 0.06
   17295,F2  3622,2Ks06,21.11, 0.08
   17296,F2  3642,2Ks06,21.06, 0.08
   17297,F2  3643,2Ks06,20.81, 0.11
   17298,F2  3668,2Ks06,20.70, 0.06
   17299,F2  3679,2Ks06,20.48, 0.05
   17300,F2  3682,2Ks06,21.15, 0.08
   17301,F2  3712,2Ks06,20.64, 0.06
   17302,F2  3722,2Ks06,20.60, 0.06
   17303,F2  3761,2Ks06,20.59, 0.06
   17304,F2  3770,2Ks06,20.50, 0.06
   17305,F2  3792,2Ks06,20.57, 0.06
   17306,F2  3806,2Ks06,19.71, 0.12
   17307,F2  3846,2Ks06,20.37, 0.06
   17308,F2  3848,2Ks06,21.04, 0.07
   17309,F2  3864,2Ks06,21.54, 0.11
   17310,F2  3876,2Ks06,21.36, 0.34
   17311,F2  3888,2Ks06,21.07, 0.07
   17312,F2  3889,2Ks06,20.53, 0.13
   17313,F2  3912,2Ks06,21.06, 0.07
   17314,F2  3914,2Ks06,20.59, 0.06
   17315,F2  3916,2Ks06,     ,
   17316,F2  3928,2Ks06,21.06, 0.07
   17317,F2  3941,2Ks06,20.95, 0.07
   17318,F2  4004,2Ks06,21.06, 0.08
   17319,F2  4017,2Ks06,20.82, 0.07
   17320,F2  4021,2Ks06,20.57, 0.18
   17321,F2  4034,2Ks06,20.60, 0.07
   17322,F2  4035,2Ks06,20.64, 0.06
   17323,F2  4053,2Ks06,21.03, 0.07
   17324,F2  4054,2Ks06,20.32, 0.35
   17325,F2  4097,2Ks06,20.58, 0.06
   17326,F2  4103,2Ks06,20.48, 0.26
   17327,F2  4141,2Ks06,19.95, 0.09
   17328,F2  4173,2Ks06,     ,
   17329,F2  4182,2Ks06,20.89, 0.07
   17330,F2  4196,2Ks06,21.18, 0.08
   17331,F2  4233,2Ks06,     ,
   17332,F2  4272,2Ks06,     ,
   17333,F2  4277,2Ks06,20.64, 0.07
   17334,F2  4286,2Ks06,     ,
   17335,F2  4291,2Ks06,21.26, 0.08
   17336,F2  4298,2Ks06,21.37, 0.11
   17337,F2  4371,2Ks06,21.55, 0.19
   17338,F2  4394,2Ks06,21.24, 0.09
   17339,F2  4442,2Ks06,20.67, 0.07
   17340,F2  4487,2Ks06,20.91, 0.07
   17341,F2  4492,2Ks06,22.90, 2.18
   17342,F2  4534,2Ks06,20.97, 0.27
   17343,F2  4589,2Ks06,20.50, 0.28
   17344,F2  4608,2Ks06,20.27, 0.09
   17345,F2  4638,2Ks06,     ,
   17346,F2  4661,2Ks06,19.20, 0.31
   17347,F2  4678,2Ks06,     ,
   17348,F2  4686,2Ks06,21.13, 0.08
   17349,F2  4707,2Ks06,21.21, 0.08
   17350,F2  4762,2Ks06,20.02, 0.12
   17351,F2  4812,2Ks06,20.51, 0.08
   17352,F2  4818,2Ks06,21.45, 0.18
   17353,F2  4822,2Ks06,20.09, 0.66
   17354,F2  4844,2Ks06,20.90, 0.08
   17355,F2  4869,2Ks06,21.29, 0.11
   17356,F2  4950,2Ks06,21.27, 0.08
   17357,F2  5022,2Ks06,21.39, 0.10
   17358,F2  5045,2Ks06,21.51, 0.10
   17359,F2  5060,2Ks06,21.03, 0.36
   17360,F2  5095,2Ks06,21.64, 0.24
   17361,F2  5161,2Ks06,22.46, 0.31
   17362,F2  5189,2Ks06,22.59, 0.25
   17363,F2  5251,2Ks06,19.71, 0.16
   17364,F2  5259,2Ks06,21.09, 0.10
   17365,F2  5277,2Ks06,     ,
   17366,F2  5378,2Ks06,22.19, 0.17
   17367,F2  5454,2Ks06,20.78, 0.11
   17368,F2  5595,2Ks06,20.99, 0.08
   17369,F2  5615,2Ks06,21.02, 0.08
   17370,F2  5616,2Ks06,20.62, 0.06
   17371,F2  5635,2Ks06,21.34, 0.09
   17372,F2  5642,2Ks06,20.82, 0.11
   17373,F2  5656,2Ks06,20.49, 0.11
   17374,F2  5769,2Ks06,     ,
   17375,F2  5770,2Ks06,21.01, 0.08
   17376,F2  5897,2Ks06,21.10, 0.08
   17377,F2  5898,2Ks06,22.17, 0.18
   17378,F2  5970,2Ks06,21.01, 0.41
   17379,F2  6079,2Ks06,20.43, 0.15
   17380,F2  6190,2Ks06,23.27, 1.39
   17381,F2  6476,2Ks06,18.79, 0.15
   17382,F2  6484,2Ks06,21.21, 0.10
   17383,F2  6504,2Ks06,20.91, 0.17
   17384,F2  6534,2Ks06,     ,
   17385,F2  6606,2Ks06,21.98, 0.15
   17386,F2  6837,2Ks06,21.95, 0.15
   17387,F2  6887,2Ks06,21.06, 0.11
   17388,F2  7177,2Ks06,21.87, 0.13
   17389,F2  7294,2Ks06,21.61, 0.09
   17390,F2  7306,2Ks06,     ,
   17391,F2  7353,2Ks06,21.43, 0.11
   17392,F2  7536,2Ks06,21.24, 0.09
   17393,F2  7587,2Ks06,     ,
   17394,F2  7602,2Ks06,     ,
   17395,F2  7623,2Ks06,21.14, 0.07
   17396,F2  7644,2Ks06,20.81, 0.21
   17397,F2  7775,2Ks06,     ,
   17398,F2  7785,2Ks06,22.19, 1.25
   17399,F2  7830,2Ks06,20.93, 0.24
   17400,F2  7887,2Ks06,21.98, 0.47
   17401,F2  8024,2Ks06,22.82, 0.46
   17402,F2  8048,2Ks06,21.65, 0.20
   17403,F2  8259,2Ks06,22.85, 0.41
   17404,F2  8315,2Ks06,20.58, 0.08
   17405,F2  8361,2Ks06,20.78, 0.10
   17406,F2  8531,2Ks06,     ,
   17407,F2  8718,2Ks06,     ,
   17408,F2  8745,2Ks06,     ,
   17409,F2  8837,2Ks06,20.61, 0.09
   17410,F2  8869,2Ks06,21.87, 0.17
   17411,F2  8955,2Ks06,20.26, 0.11
   17412,F2  9018,2Ks06,22.64, 0.29
   17413,F2  9213,2Ks06,21.63, 0.31
   17414,F2  9299,2Ks06,23.13, 0.45
   17415,F2  9383,2Ks06,20.86, 0.11
   17416,F2  9628,2Ks06,22.61, 0.30
   17417,F2  9668,2Ks06,     ,
   17418,F2  9844,2Ks06,21.54, 0.45
   17419,F2  9979,2Ks06,21.05, 0.09
   17420,F2 10203,2Ks06,21.33, 0.16
   17421,F2 10761,2Ks06,20.60, 0.11
   17422,F2 10854,2Ks06,22.50, 0.43
   17423,F2 11088,2Ks06,22.54, 0.20
   17424,F2 11139,2Ks06,21.12, 0.09
   17425,F2 11139,2Ks06,21.12, 0.09
   17426,F2 11513,2Ks06,22.74, 0.42
   17427,F2 11635,2Ks06,21.36, 0.17
   17428,F2 11698,2Ks06,22.18, 0.23
   17429,F2 12003,2Ks06,     ,
   17430,F2 12041,2Ks06,22.79, 0.38
   17431,F2 12101,2Ks06,22.51, 0.29
   17432,F2 12529,2Ks06,22.18, 0.14
   17433,F2 12881,2Ks06,21.08, 0.09
   17434,F2 13140,2Ks06,     ,
   17435,F2 13468,2Ks06,22.71, 0.30
   17436,F2 13620,2Ks06,23.25, 0.53
   17437,F2 14598,2Ks06,24.30, 1.29
   17438,F2 14638,2Ks06,23.36, 0.56
   17439,F2     5,2Ks07,14.68, 0.04
   17440,F2    25,2Ks07,     ,
   17441,F2    35,2Ks07,     ,
   17442,F2    49,2Ks07,17.85, 0.24
   17443,F2    61,2Ks07,18.26, 0.04
   17444,F2    63,2Ks07,     ,
   17445,F2    64,2Ks07,     ,
   17446,F2    69,2Ks07,     ,
   17447,F2    72,2Ks07,     ,
   17448,F2    75,2Ks07,     ,
   17449,F2    76,2Ks07,     ,
   17450,F2    86,2Ks07,     ,
   17451,F2    94,2Ks07,     ,
   17452,F2    96,2Ks07,20.13, 0.21
   17453,F2    98,2Ks07,22.14, 0.49
   17454,F2   104,2Ks07,18.70, 0.04
   17455,F2   105,2Ks07,     ,
   17456,F2   106,2Ks07,20.00, 0.11
   17457,F2   110,2Ks07,     ,
   17458,F2   111,2Ks07,19.03, 0.05
   17459,F2   112,2Ks07,19.83, 0.12
   17460,F2   118,2Ks07,18.81, 0.04
   17461,F2   123,2Ks07,     ,
   17462,F2   124,2Ks07,19.96, 0.10
   17463,F2   131,2Ks07,     ,
   17464,F2   137,2Ks07,19.21, 0.06
   17465,F2   139,2Ks07,     ,
   17466,F2   140,2Ks07,19.25, 0.04
   17467,F2   141,2Ks07,19.26, 0.04
   17468,F2   142,2Ks07,     ,
   17469,F2   143,2Ks07,18.67, 0.04
   17470,F2   146,2Ks07,19.51, 0.16
   17471,F2   148,2Ks07,     ,
   17472,F2   151,2Ks07,19.12, 0.13
   17473,F2   154,2Ks07,18.87, 0.05
   17474,F2   156,2Ks07,19.64, 0.05
   17475,F2   157,2Ks07,     ,
   17476,F2   162,2Ks07,18.94, 0.05
   17477,F2   163,2Ks07,20.15, 0.15
   17478,F2   164,2Ks07,18.79, 0.05
   17479,F2   166,2Ks07,19.45, 0.05
   17480,F2   167,2Ks07,19.65, 0.07
   17481,F2   169,2Ks07,18.86, 0.04
   17482,F2   173,2Ks07,19.63, 0.05
   17483,F2   176,2Ks07,     ,
   17484,F2   177,2Ks07,19.66, 0.06
   17485,F2   178,2Ks07,19.62, 0.05
   17486,F2   182,2Ks07,18.93, 0.04
   17487,F2   183,2Ks07,19.22, 0.05
   17488,F2   192,2Ks07,19.48, 0.15
   17489,F2   193,2Ks07,     ,
   17490,F2   194,2Ks07,18.86, 0.04
   17491,F2   197,2Ks07,19.64, 0.06
   17492,F2   199,2Ks07,19.31, 0.05
   17493,F2   200,2Ks07,19.63, 0.11
   17494,F2   202,2Ks07,20.13, 0.10
   17495,F2   203,2Ks07,20.17, 0.10
   17496,F2   204,2Ks07,19.12, 0.05
   17497,F2   207,2Ks07,19.65, 0.06
   17498,F2   208,2Ks07,19.63, 0.05
   17499,F2   210,2Ks07,18.98, 0.05
   17500,F2   214,2Ks07,19.66, 0.05
   17501,F2   216,2Ks07,     ,
   17502,F2   219,2Ks07,19.17, 0.05
   17503,F2   221,2Ks07,19.06, 0.05
   17504,F2   223,2Ks07,19.43, 0.05
   17505,F2   224,2Ks07,19.17, 0.05
   17506,F2   226,2Ks07,19.44, 0.05
   17507,F2   231,2Ks07,19.20, 0.05
   17508,F2   232,2Ks07,     ,
   17509,F2   233,2Ks07,19.82, 0.05
   17510,F2   237,2Ks07,19.64, 0.06
   17511,F2   238,2Ks07,19.52, 0.05
   17512,F2   240,2Ks07,19.45, 0.05
   17513,F2   245,2Ks07,20.43, 0.24
   17514,F2   252,2Ks07,19.41, 0.05
   17515,F2   254,2Ks07,20.76, 0.25
   17516,F2   255,2Ks07,19.37, 0.05
   17517,F2   256,2Ks07,19.45, 0.05
   17518,F2   257,2Ks07,19.15, 0.05
   17519,F2   258,2Ks07,19.41, 0.05
   17520,F2   259,2Ks07,19.87, 0.31
   17521,F2   262,2Ks07,19.07, 0.05
   17522,F2   268,2Ks07,19.30, 0.05
   17523,F2   269,2Ks07,19.36, 0.05
   17524,F2   272,2Ks07,19.45, 0.05
   17525,F2   273,2Ks07,19.68, 0.05
   17526,F2   274,2Ks07,19.51, 0.05
   17527,F2   275,2Ks07,20.19, 0.11
   17528,F2   276,2Ks07,19.73, 0.05
   17529,F2   282,2Ks07,19.61, 0.05
   17530,F2   285,2Ks07,19.81, 0.05
   17531,F2   288,2Ks07,19.44, 0.05
   17532,F2   289,2Ks07,19.26, 0.08
   17533,F2   291,2Ks07,20.03, 0.10
   17534,F2   296,2Ks07,19.21, 0.05
   17535,F2   299,2Ks07,19.30, 0.05
   17536,F2   302,2Ks07,19.90, 0.05
   17537,F2   303,2Ks07,     ,
   17538,F2   307,2Ks07,19.79, 0.06
   17539,F2   309,2Ks07,19.39, 0.05
   17540,F2   312,2Ks07,19.33, 0.05
   17541,F2   313,2Ks07,19.40, 0.05
   17542,F2   315,2Ks07,20.26, 0.06
   17543,F2   319,2Ks07,19.64, 0.05
   17544,F2   322,2Ks07,19.70, 0.06
   17545,F2   324,2Ks07,20.86, 8.32
   17546,F2   326,2Ks07,20.27, 0.07
   17547,F2   338,2Ks07,19.88, 0.06
   17548,F2   343,2Ks07,20.14, 0.06
   17549,F2   346,2Ks07,19.71, 0.15
   17550,F2   348,2Ks07,20.01, 0.06
   17551,F2   350,2Ks07,19.64, 0.13
   17552,F2   351,2Ks07,19.72, 0.05
   17553,F2   352,2Ks07,20.19, 0.11
   17554,F2   357,2Ks07,19.86, 0.06
   17555,F2   362,2Ks07,20.25, 0.11
   17556,F2   363,2Ks07,19.71, 0.05
   17557,F2   370,2Ks07,19.15, 0.10
   17558,F2   372,2Ks07,19.23, 0.04
   17559,F2   373,2Ks07,19.30, 0.05
   17560,F2   375,2Ks07,19.76, 0.05
   17561,F2   389,2Ks07,19.48, 0.05
   17562,F2   390,2Ks07,19.63, 0.05
   17563,F2   392,2Ks07,20.10, 0.05
   17564,F2   393,2Ks07,19.71, 0.05
   17565,F2   395,2Ks07,19.71, 0.06
   17566,F2   397,2Ks07,19.40, 0.04
   17567,F2   398,2Ks07,19.52, 0.05
   17568,F2   406,2Ks07,     ,
   17569,F2   408,2Ks07,20.02, 0.05
   17570,F2   410,2Ks07,19.42, 0.05
   17571,F2   411,2Ks07,19.95, 0.10
   17572,F2   415,2Ks07,19.88, 0.05
   17573,F2   416,2Ks07,19.30, 0.05
   17574,F2   419,2Ks07,19.56, 0.05
   17575,F2   420,2Ks07,19.48, 0.05
   17576,F2   422,2Ks07,19.38, 0.04
   17577,F2   425,2Ks07,19.55, 0.05
   17578,F2   427,2Ks07,19.82, 0.05
   17579,F2   429,2Ks07,19.55, 0.06
   17580,F2   430,2Ks07,19.70, 0.05
   17581,F2   432,2Ks07,19.83, 0.05
   17582,F2   436,2Ks07,19.55, 0.05
   17583,F2   438,2Ks07,19.81, 0.05
   17584,F2   440,2Ks07,19.93, 0.05
   17585,F2   441,2Ks07,19.81, 0.07
   17586,F2   442,2Ks07,19.46, 0.05
   17587,F2   445,2Ks07,19.38, 0.05
   17588,F2   447,2Ks07,19.53, 0.05
   17589,F2   448,2Ks07,19.98, 0.05
   17590,F2   449,2Ks07,20.15, 0.06
   17591,F2   450,2Ks07,19.51, 0.05
   17592,F2   452,2Ks07,19.42, 0.05
   17593,F2   454,2Ks07,19.51, 0.05
   17594,F2   455,2Ks07,19.91, 0.07
   17595,F2   456,2Ks07,19.98, 0.05
   17596,F2   458,2Ks07,19.52, 0.05
   17597,F2   460,2Ks07,     ,
   17598,F2   463,2Ks07,19.87, 0.06
   17599,F2   465,2Ks07,19.87, 0.06
   17600,F2   466,2Ks07,19.37, 0.05
   17601,F2   467,2Ks07,19.46, 0.05
   17602,F2   470,2Ks07,20.44, 0.06
   17603,F2   471,2Ks07,19.72, 0.05
   17604,F2   475,2Ks07,20.02, 0.05
   17605,F2   478,2Ks07,20.34, 0.06
   17606,F2   484,2Ks07,19.88, 0.06
   17607,F2   486,2Ks07,20.16, 0.07
   17608,F2   487,2Ks07,19.95, 0.06
   17609,F2   488,2Ks07,19.71, 0.05
   17610,F2   490,2Ks07,19.54, 0.05
   17611,F2   491,2Ks07,19.62, 0.05
   17612,F2   494,2Ks07,19.99, 0.09
   17613,F2   496,2Ks07,19.70, 0.05
   17614,F2   503,2Ks07,19.73, 0.05
   17615,F2   504,2Ks07,19.50, 0.05
   17616,F2   505,2Ks07,19.38, 0.05
   17617,F2   508,2Ks07,     ,
   17618,F2   509,2Ks07,19.42, 0.08
